Job_ID,Job_Title,Industry,Skills_Required,Education_Required,Experience_Level,Location,Salary_Range,Demand_Level,,,,,
221,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
222,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
223,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
224,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
225,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
226,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
227,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
228,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
229,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
230,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
231,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
232,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
233,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
234,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
235,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
236,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
237,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
238,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
239,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
240,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
241,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
242,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
243,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
244,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
245,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
246,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
247,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
248,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
249,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
250,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
251,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
252,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
253,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
254,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
255,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
256,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
257,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
258,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
259,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
260,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
261,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
262,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
263,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
264,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
265,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
266,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
267,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
268,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
269,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
270,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
271,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
272,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
273,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
274,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
275,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
276,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
277,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
278,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
279,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
280,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
281,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
282,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
283,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
284,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
285,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
286,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
287,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
288,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
289,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
290,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
291,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
292,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
293,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
294,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
295,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
296,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
297,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
298,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
299,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
300,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
301,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
302,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
303,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
304,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
305,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
306,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
307,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
308,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
309,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
310,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
311,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
312,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
313,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
314,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
315,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
316,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
317,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
318,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
319,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
320,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
321,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
322,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
323,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
324,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
325,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
326,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
327,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
328,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
329,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
330,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
331,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
332,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
333,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
334,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
335,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
336,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
337,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
338,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
339,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
340,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
341,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
342,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
343,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
344,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
345,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
346,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
347,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
348,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
349,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
350,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
351,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
352,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
353,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
354,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
355,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
356,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
357,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
358,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
359,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
360,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
361,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
362,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
363,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
364,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
365,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
366,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
367,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
368,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
369,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
370,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
371,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
372,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
373,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
374,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
375,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
376,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
377,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
378,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
379,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
380,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
381,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
382,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
383,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
384,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
385,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
386,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
387,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
388,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
389,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
390,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
391,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
392,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
393,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
394,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
395,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
396,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
397,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
398,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
399,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
400,Business Analyst,IT,"Requirements Analysis, Agile",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
Job_ID,Job_Title,Industry,Skills_Required,Education_Required,Experience_Level,Location,Salary_Range,Demand_Level,,,,,
401,Software Engineer,IT,"Python, Java, SQL",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
402,Data Analyst,IT,"Python, Excel, Data Visualization",Bachelors in Data Science,Entry-level,Kandy,100000-130000,Medium,,,,,
403,Network Administrator,IT,"Networking, Cybersecurity",Diploma in IT,Mid-level,Galle,120000-160000,Medium,,,,,
404,Web Developer,IT,"HTML, CSS, React",Bachelors in Software Engineering,Entry-level,Colombo,110000-140000,High,,,,,
405,Registered Nurse,Healthcare,"Patient Care, Communication",Diploma in Nursing,Mid-level,Jaffna,90000-120000,High,,,,,
406,Teacher,Education,"Teaching, Subject Expertise",Bachelors in Education,Entry-level,Matara,80000-100000,Medium,,,,,
407,Software Engineer,IT,"Java, Spring Boot",Bachelors in Computer Science,Senior-level,Colombo,200000-250000,High,,,,,
408,Data Scientist,IT,"Machine Learning, Python",Masters in Data Science,Mid-level,Kandy,180000-220000,High,,,,,
409,HR Manager,Human Resources,"Recruitment, Leadership",Bachelors in HR Management,Senior-level,Colombo,140000-180000,Medium,,,,,
410,Accountant,Finance,"Accounting, Tally",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
411,DevOps Engineer,IT,"AWS, Docker",Bachelors in Computer Science,Mid-level,Colombo,160000-200000,High,,,,,
412,Mobile App Developer,IT,"Flutter, Android Development",Bachelors in Software Engineering,Entry-level,Kandy,110000-150000,High,,,,,
413,Medical Officer,Healthcare,"Clinical Skills, Diagnosis",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
414,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Matara,100000-130000,Medium,,,,,
415,Business Analyst,IT,"Requirements Analysis, SQL",Bachelors in Business Information Systems,Mid-level,Colombo,130000-160000,High,,,,,
416,Financial Analyst,Finance,"Financial Modeling, Excel",Bachelors in Finance,Entry-level,Galle,100000-120000,Medium,,,,,
417,UI/UX Designer,IT,"Figma, User Research",Bachelors in Design,Entry-level,Colombo,100000-140000,High,,,,,
418,Pharmacist,Healthcare,"Pharmacy, Patient Counseling",Bachelors in Pharmacy,Mid-level,Jaffna,90000-120000,Medium,,,,,
419,Project Manager,IT,"Project Management, Agile",Bachelors in IT Management,Senior-level,Colombo,180000-220000,High,,,,,
420,School Principal,Education,"Leadership, Administration",Masters in Education,Senior-level,Kandy,120000-150000,Medium,,,,,
421,Full Stack Developer,IT,"Python, JavaScript, React",Bachelors in Computer Science,Mid-level,Colombo,150000-190000,High,,,,,
422,Database Administrator,IT,"SQL, Oracle",Bachelors in IT,Mid-level,Galle,120000-160000,Medium,,,,,
423,Nurse Practitioner,Healthcare,"Advanced Nursing, Diagnosis",Masters in Nursing,Senior-level,Jaffna,110000-140000,High,,,,,
424,Mathematics Teacher,Education,"Mathematics, Teaching",Bachelors in Mathematics,Entry-level,Matara,80000-100000,Medium,,,,,
425,Cybersecurity Analyst,IT,"Cybersecurity, Risk Assessment",Bachelors in Cybersecurity,Mid-level,Colombo,140000-180000,High,,,,,
426,Marketing Manager,Marketing,"Digital Marketing, SEO",Bachelors in Marketing,Senior-level,Kandy,120000-160000,Medium,,,,,
427,AI Engineer,IT,"Machine Learning, Python",Masters in AI,Mid-level,Colombo,180000-220000,High,,,,,
428,Accountant,Finance,"Accounting, Taxation",Bachelors in Accounting,Entry-level,Galle,90000-120000,Medium,,,,,
429,Clinical Researcher,Healthcare,"Research, Data Analysis",Masters in Public Health,Mid-level,Jaffna,100000-130000,Medium,,,,,
430,IT Support Specialist,IT,"Troubleshooting, Customer Service",Diploma in IT,Entry-level,Kandy,80000-110000,Medium,,,,,
431,Software Engineer,IT,"Python, SQL, Django",Bachelors in Computer Science,Mid-level,Colombo,150000-200000,High,,,,,
432,Data Engineer,IT,"ETL, Big Data",Bachelors in Data Science,Mid-level,Kandy,140000-180000,High,,,,,
433,Physiotherapist,Healthcare,"Physical Therapy, Rehabilitation",Bachelors in Physiotherapy,Mid-level,Jaffna,90000-120000,Medium,,,,,
434,English Teacher,Education,"English, Communication",Bachelors in English,Entry-level,Matara,80000-100000,Medium,,,,,
435,Cloud Engineer,IT,"AWS, Azure",Bachelors in IT,Senior-level,Colombo,180000-220000,High,,,,,
436,Financial Planner,Finance,"Financial Planning, Investment",Bachelors in Finance,Mid-level,Galle,110000-140000,Medium,,,,,
437,Graphic Designer,IT,"Adobe Photoshop, Creativity",Diploma in Graphic Design,Entry-level,Colombo,90000-120000,Medium,,,,,
438,Lab Technician,Healthcare,"Lab Testing, Precision",Diploma in Medical Lab Technology,Entry-level,Jaffna,80000-100000,Medium,,,,,
439,Scrum Master,IT,"Agile, Leadership",Bachelors in IT Management,Mid-level,Colombo,140000-180000,High,,,,,
440,Science Teacher,Education,"Science, Teaching",Bachelors in Science,Entry-level,Matara,80000-100000,Medium,,,,,
441,Backend Developer,IT,"Node.js, MongoDB",Bachelors in Software Engineering,Mid-level,Colombo,130000-170000,High,,,,,
442,HR Specialist,Human Resources,"Recruitment, Communication",Bachelors in HR Management,Entry-level,Kandy,90000-120000,Medium,,,,,
443,Data Analyst,IT,"SQL, Python",Bachelors in Data Science,Entry-level,Galle,100000-130000,Medium,,,,,
444,Medical Officer,Healthcare,"Clinical Skills, Patient Care",MBBS,Senior-level,Jaffna,200000-250000,High,,,,,
445,Lecturer,Education,"Teaching, Research",Masters in Education,Mid-level,Colombo,100000-130000,Medium,,,,,
446,Network Engineer,IT,"Cisco, Troubleshooting",Bachelors in IT,Mid-level,Kandy,120000-160000,Medium,,,,,
447,Accountant,Finance,"Accounting, Financial Reporting",Bachelors in Accounting,Mid-level,Galle,100000-130000,Medium,,,,,
448,Software Tester,IT,"Manual Testing, Selenium",Bachelors in Software Engineering,Entry-level,Colombo,100000-140000,High,,,,,
449,Nurse,Healthcare,"Patient Care, Nursing",Diploma in Nursing,Entry-level,Jaffna,80000-110000,High,,,,,
